Chro	strand	start	end	#CGs	length	score	cov_control	cov_tumor	meth_control	meth_tumor
chr3	+	196969425	196969445	3	20	90.49	5.4	3.67	0.0	47.22	
chr3	+	197003810	197003828	3	18	129.66	3.57	4.0	0.0	47.5	
chr3	+	197029822	197029843	3	21	40.32	3.0	8.4	0.0	10.36	
chr3	+	197029830	197029854	3	24	46.81	3.14	8.4	0.0	12.02	
chr3	+	197030187	197030211	3	24	162.92	2.43	7.8	0.0	65.83	
chr3	+	197297714	197297737	3	23	66.06	3.29	9.5	0.0	21.55	
chr3	+	197297726	197297750	4	24	51.41	3.22	9.5	0.0	8.52	
chr3	+	197297989	197298010	3	21	71.62	3.8	9.5	0.0	22.5	
chr3	+	198105287	198105311	3	24	111.19	5.0	2.0	0.0	83.33	
chr3	+	198113595	198113619	4	24	227.25	4.33	3.82	0.0	52.27	
chr3	+	198113600	198113619	3	19	160.79	4.2	3.88	0.0	53.12	
chr3	+	198113682	198113700	3	18	70.71	3.0	4.14	0.0	27.38	
chr3	-	196852	196872	3	20	58.48	5.83	7.5	0.0	16.27	
chr3	-	197745	197768	3	23	99.33	5.71	7.5	0.0	25.55	
chr3	-	197982	198006	3	24	86.9	7.0	7.0	0.0	33.33	
chr3	-	198451	198470	3	19	212.38	5.12	7.0	0.0	59.17	
chr3	-	483189	483208	3	19	786.46	2.0	6.33	0.0	100.0	
chr3	-	483205	483227	5	22	1296.68	2.33	6.33	0.0	98.33	
chr3	-	483208	483232	5	24	1296.68	2.57	6.33	0.0	98.33	
chr3	-	483257	483278	3	21	772.37	3.5	6.33	0.0	97.22	
chr3	-	483294	483316	3	22	786.46	4.0	6.33	0.0	100.0	
chr3	-	3127090	3127110	3	20	38.28	4.4	5.0	0.0	14.05	
chr3	-	3799514	3799537	3	23	56.62	3.14	6.4	0.0	51.67	
chr3	-	3799537	3799555	3	18	41.83	3.25	6.4	0.0	30.0	
chr3	-	3800854	3800875	3	21	51.09	3.83	9.0	0.0	29.17	
chr3	-	8767708	8767731	4	23	437.37	3.0	5.55	0.0	67.58	
chr3	-	8767713	8767736	4	23	352.93	3.0	5.8	0.0	61.67	
chr3	-	8963485	8963503	4	18	80.94	7.5	9.5	0.0	13.75	
chr3	-	9302283	9302304	3	21	292.47	6.0	5.67	0.0	60.18	
chr3	-	9553815	9553838	4	23	172.76	5.22	4.88	0.0	43.33	
chr3	-	9600676	9600697	3	21	288.0	7.0	7.88	0.0	49.55	
chr3	-	9600683	9600704	3	21	242.34	6.5	7.33	0.0	37.04	
chr3	-	9731054	9731078	3	24	192.63	3.88	4.71	0.0	52.38	
chr3	-	9731541	9731561	4	20	92.5	3.67	4.78	0.0	26.85	
chr3	-	9792669	9792691	3	22	186.3	6.57	5.89	0.0	29.74	
chr3	-	10165255	10165277	3	22	123.9	5.5	7.12	0.0	29.61	
chr3	-	10360054	10360076	3	22	350.71	3.33	4.33	0.0	81.48	
chr3	-	11719499	11719519	3	20	119.46	4.67	4.38	0.0	52.5	
chr3	-	11719517	11719541	3	24	185.08	4.43	4.75	0.0	65.0	
chr3	-	11719541	11719565	3	24	151.11	4.0	5.29	0.0	55.24	
chr3	-	11719565	11719586	4	21	143.94	3.67	4.64	0.0	41.21	
chr3	-	11719586	11719607	3	21	151.49	3.67	4.88	0.0	50.0	
chr3	-	11719590	11719611	3	21	142.84	4.14	5.0	0.0	47.92	
chr3	-	11719876	11719899	4	23	124.84	3.89	4.64	0.0	37.05	
chr3	-	11720211	11720235	3	24	78.34	4.0	4.75	0.0	33.33	
chr3	-	12876269	12876288	3	19	180.8	4.57	5.88	0.0	43.75	
chr3	-	13019864	13019887	3	23	678.68	4.17	6.67	0.0	97.53	
chr3	-	13480559	13480582	3	23	52.1	6.2	4.5	0.0	22.22	
chr3	-	13549281	13549302	3	21	269.78	7.33	4.33	0.0	61.48	
chr3	-	14125447	14125468	3	21	97.16	2.88	2.5	0.0	47.22	
chr3	-	14565824	14565848	3	24	269.73	6.5	6.57	0.0	83.81	
chr3	-	14810498	14810521	4	23	138.96	4.67	3.78	0.0	36.11	
chr3	-	14810500	14810521	3	21	110.11	4.43	3.83	0.0	37.5	
chr3	-	15118783	15118801	4	18	155.11	5.43	7.0	0.0	27.08	
chr3	-	15332400	15332423	3	23	63.43	6.43	9.5	0.0	14.44	
chr3	-	15332425	15332449	4	24	182.5	5.67	9.5	0.0	31.25	
chr3	-	15332430	15332449	3	19	143.57	5.67	9.5	0.0	33.33	
chr3	-	15601855	15601874	3	19	106.19	2.0	7.14	0.0	11.91	
chr3	-	15859771	15859795	3	24	56.68	4.86	6.0	0.0	18.06	
chr3	-	16884179	16884198	3	19	236.4	4.67	6.75	0.0	45.83	
chr3	-	20040716	20040736	3	20	103.52	3.5	6.57	0.0	33.13	
chr3	-	23806302	23806324	3	22	163.81	3.0	5.0	0.0	32.08	
chr3	-	27712879	27712898	4	19	196.01	3.43	3.6	0.0	51.67	
chr3	-	27712893	27712911	3	18	72.5	3.5	3.67	0.0	47.22	
chr3	-	27720132	27720151	3	19	382.32	3.2	5.25	0.0	86.46	
chr3	-	27721253	27721275	3	22	244.23	3.5	5.25	0.0	56.67	
chr3	-	27721474	27721498	3	24	153.66	3.2	5.25	0.0	32.71	
chr3	-	27721538	27721556	4	18	172.85	3.0	5.11	0.0	38.89	
chr3	-	27721548	27721569	4	21	104.23	3.0	5.25	0.0	31.67	
chr3	-	27721551	27721569	3	18	84.76	3.2	5.14	0.0	29.05	
chr3	-	28349003	28349027	3	24	98.05	4.67	8.0	0.0	27.38	
chr3	-	28349309	28349328	3	19	53.77	5.12	8.0	0.0	15.28	
chr3	-	28575970	28575994	5	24	201.87	4.0	4.0	0.0	40.91	
chr3	-	28575976	28575994	4	18	178.39	4.11	3.89	0.0	44.44	
chr3	-	30606608	30606631	4	23	72.44	2.64	7.0	0.0	15.95	
chr3	-	30606620	30606641	5	21	81.12	2.5	6.89	0.0	17.04	
chr3	-	30606679	30606700	5	21	106.87	3.1	6.5	0.0	35.33	
chr3	-	30606777	30606800	3	23	73.58	3.0	8.25	0.0	42.5	
chr3	-	30606915	30606938	4	23	90.34	2.8	6.5	0.0	24.48	
chr3	-	30606936	30606960	3	24	90.91	2.88	6.5	0.0	37.5	
chr3	-	30894641	30894665	3	24	152.44	5.0	3.67	0.0	50.0	
chr3	-	32106577	32106599	4	22	200.72	4.0	8.45	0.0	23.87	
chr3	-	32570638	32570657	5	19	78.0	4.85	6.89	0.0	13.36	
chr3	-	32570644	32570668	5	24	67.2	4.57	6.67	0.0	11.51	
chr3	-	32570647	32570668	4	21	59.99	4.64	6.71	0.0	13.21	
chr3	-	32570650	32570668	3	18	41.45	4.75	6.8	0.0	12.78	
chr3	-	32781092	32781116	3	24	91.28	2.5	6.14	0.0	37.5	
chr3	-	32781100	32781121	3	21	74.72	2.5	6.14	0.0	39.88	
chr3	-	32818686	32818709	3	23	267.03	8.5	5.25	0.0	67.86	
chr3	-	32818805	32818829	4	24	376.66	8.5	4.82	0.0	67.58	
chr3	-	33113941	33113965	3	24	196.26	5.5	5.67	0.0	43.65	
chr3	-	33218542	33218561	4	19	168.54	6.0	5.0	0.0	72.5	
chr3	-	37994328	37994347	3	19	85.7	5.5	9.5	0.0	19.72	
chr3	-	38165976	38166000	3	24	182.82	7.5	5.0	0.0	46.67	
chr3	-	38454062	38454081	3	19	56.22	6.6	7.5	0.0	16.39	
chr3	-	39052471	39052495	3	24	63.72	5.29	8.0	0.0	11.31	
chr3	-	42263490	42263514	3	24	42.17	3.5	5.5	0.0	18.06	
chr3	-	42600999	42601022	3	23	44.27	3.75	4.5	0.0	19.44	
chr3	-	42601005	42601026	3	21	44.27	3.67	4.5	0.0	19.44	
chr3	-	42601022	42601045	3	23	44.27	3.67	4.4	0.0	23.33	
chr3	-	43286823	43286842	3	19	56.7	3.71	14.0	0.0	20.81	
chr3	-	43286864	43286888	3	24	70.13	3.71	6.57	0.0	21.57	
chr3	-	43994802	43994824	3	22	62.77	4.8	7.0	0.0	19.44	
chr3	-	44862062	44862083	3	21	150.06	4.67	7.62	0.0	20.21	
chr3	-	44862268	44862290	3	22	400.99	5.5	7.33	0.0	37.22	
chr3	-	45036076	45036099	3	23	206.88	6.0	4.86	0.0	68.81	
chr3	-	45145945	45145968	3	23	276.07	5.67	6.0	0.0	29.63	
chr3	-	45225532	45225550	3	18	127.23	8.0	6.12	0.0	28.66	
chr3	-	45225544	45225565	4	21	132.09	8.0	6.4	0.0	21.5	
chr3	-	45226407	45226430	4	23	249.91	7.5	5.67	0.0	38.47	
chr3	-	45226409	45226430	3	21	173.03	7.5	5.67	0.0	34.63	
chr3	-	46812318	46812339	3	21	86.61	2.5	2.86	0.0	45.24	
chr3	-	46882033	46882056	3	23	76.26	4.43	5.5	0.0	31.95	
chr3	-	46882214	46882238	3	24	63.42	4.33	5.5	0.0	19.44	
chr3	-	46882277	46882301	3	24	65.56	4.43	5.5	0.0	21.67	
chr3	-	46882297	46882319	3	22	65.56	4.0	5.5	0.0	21.67	
chr3	-	46882423	46882447	3	24	82.63	3.86	5.5	0.0	39.44	
chr3	-	46882440	46882461	5	21	205.2	3.77	5.67	0.0	49.26	
chr3	-	46882447	46882471	5	24	223.07	3.86	5.67	0.0	45.56	
chr3	-	46882449	46882471	4	22	196.95	3.91	5.71	0.0	48.57	
chr3	-	46882452	46882471	3	19	175.04	4.0	5.5	0.0	51.11	
chr3	-	46883051	46883075	3	24	63.42	3.86	5.5	0.0	19.44	
chr3	-	46883263	46883282	3	19	116.76	3.86	5.5	0.0	43.06	
chr3	-	46898519	46898538	3	19	185.77	5.0	4.75	0.0	63.75	
chr3	-	46898565	46898587	3	22	253.18	4.62	5.12	0.0	76.25	
chr3	-	46898652	46898676	4	24	393.28	4.33	5.0	0.0	85.3	
chr3	-	46898657	46898678	4	21	440.28	4.33	4.67	0.0	90.28	
chr3	-	46898722	46898746	3	24	285.58	4.33	5.12	0.0	84.17	
chr3	-	46898746	46898769	3	23	264.31	4.33	5.12	0.0	73.12	
chr3	-	46898764	46898786	3	22	275.17	4.25	4.67	0.0	72.94	
chr3	-	46898786	46898807	3	21	258.98	4.25	4.67	0.0	74.92	
chr3	-	46898807	46898829	3	22	300.79	4.43	4.44	0.0	86.27	
chr3	-	46898823	46898845	4	22	402.36	4.67	4.33	0.0	87.5	
chr3	-	47577785	47577807	4	22	132.66	5.22	5.0	0.0	43.33	
chr3	-	47577804	47577825	3	21	123.7	4.86	5.17	0.0	52.5	
chr3	-	47578136	47578155	4	19	221.55	5.0	5.5	0.0	64.58	
chr3	-	48609646	48609670	3	24	72.03	4.29	5.86	0.0	15.48	
chr3	-	48609657	48609676	3	19	112.67	4.29	5.38	0.0	25.0	
chr3	-	49019197	49019217	3	20	185.56	3.67	3.0	0.0	50.0	
chr3	-	49093597	49093620	4	23	82.29	3.67	5.5	0.0	31.25	
chr3	-	49120845	49120867	3	22	50.88	4.29	6.4	0.0	28.33	
chr3	-	49171627	49171649	3	22	90.28	4.29	4.17	0.0	33.33	
chr3	-	49554468	49554488	4	20	170.55	8.88	5.0	0.0	38.33	
chr3	-	50089037	50089056	3	19	145.05	8.22	7.33	0.0	21.57	
chr3	-	50155212	50155236	3	24	286.35	4.67	6.89	0.0	35.56	
chr3	-	50267566	50267590	5	24	214.41	2.0	6.45	0.0	30.63	
chr3	-	50340536	50340559	4	23	106.05	5.33	6.5	0.0	19.79	
chr3	-	50340708	50340732	3	24	116.94	5.33	7.2	0.0	34.0	
chr3	-	51391082	51391106	3	24	91.96	5.0	5.5	0.0	20.0	
chr3	-	51391711	51391734	3	23	149.86	4.43	5.0	0.0	31.43	
chr3	-	51968227	51968247	3	20	247.08	6.0	8.0	0.0	40.42	
chr3	-	52373366	52373386	3	20	114.93	5.0	6.14	0.0	32.62	
chr3	-	52373381	52373400	3	19	164.27	5.0	5.5	0.0	43.54	
chr3	-	52534086	52534106	3	20	44.84	5.88	7.0	0.0	13.89	
chr3	-	55482932	55482953	3	21	183.55	2.14	6.0	0.0	38.54	
chr3	-	55482994	55483017	3	23	138.38	2.75	5.86	0.0	37.14	
chr3	-	55489460	55489484	3	24	100.62	3.0	6.14	0.0	25.48	
chr3	-	56682986	56683009	4	23	75.2	5.29	3.57	0.0	36.9	
chr3	-	56683293	56683317	3	24	90.93	4.0	3.25	0.0	41.67	
chr3	-	57165018	57165041	3	23	313.51	5.5	8.67	0.0	44.55	
chr3	-	57228199	57228221	4	22	291.88	3.67	4.67	0.0	45.28	
chr3	-	57228201	57228221	3	20	235.18	4.0	4.67	0.0	49.26	
chr3	-	57228221	57228242	3	21	110.12	4.0	5.0	0.0	24.38	
chr3	-	58492309	58492327	3	18	109.97	6.0	6.88	0.0	21.04	
chr3	-	58585508	58585532	3	24	95.07	2.0	10.5	0.0	22.78	
chr3	-	58585528	58585552	3	24	123.41	2.33	10.5	0.0	26.11	
chr3	-	62368219	62368242	3	23	197.33	2.75	4.57	0.0	77.38	
chr3	-	62371499	62371519	3	20	187.68	3.2	3.33	0.0	100.0	
chr3	-	63863964	63863987	3	23	176.85	3.8	6.33	0.0	36.51	
chr3	-	63864424	63864448	3	24	230.75	4.8	6.67	0.0	35.18	
chr3	-	63912402	63912420	3	18	85.18	4.0	6.0	0.0	25.0	
chr3	-	64267900	64267924	3	24	115.88	2.0	10.0	0.0	24.86	
chr3	-	66998669	66998688	3	19	137.23	3.25	5.38	0.0	30.95	
chr3	-	69542812	69542830	3	18	165.1	5.0	5.0	0.0	49.47	
chr3	-	71581626	71581649	4	23	50.75	3.0	7.0	0.0	10.86	
chr3	-	71581629	71581653	4	24	41.02	3.0	7.0	0.0	8.78	
chr3	-	71581635	71581653	3	18	26.42	3.0	7.0	0.0	7.54	
chr3	-	71581649	71581668	5	19	121.19	3.0	7.0	0.0	22.71	
chr3	-	71582734	71582755	3	21	76.14	3.11	7.5	0.0	22.22	
chr3	-	71583076	71583099	3	23	68.33	3.5	7.5	0.0	20.14	
chr3	-	71583701	71583722	3	21	35.96	3.0	6.2	0.0	15.67	
chr3	-	71584041	71584065	6	24	185.87	3.25	5.91	0.0	36.36	
chr3	-	71584043	71584065	5	22	174.14	3.3	5.89	0.0	41.67	
chr3	-	71584045	71584065	4	20	151.43	3.38	5.86	0.0	46.43	
chr3	-	71725301	71725320	3	19	57.19	4.0	5.5	0.0	22.22	
chr3	-	71725307	71725327	3	20	70.56	4.0	5.5	0.0	25.0	
chr3	-	71725320	71725344	3	24	62.45	4.0	5.5	0.0	20.83	
chr3	-	71725327	71725346	3	19	57.76	4.0	5.5	0.0	19.44	
chr3	-	72177178	72177199	3	21	198.82	6.0	6.0	0.0	93.5	
chr3	-	79408132	79408150	3	18	45.42	6.0	4.0	0.0	19.44	
chr3	-	86990768	86990789	5	21	861.9	1.89	6.07	0.0	89.2	
chr3	-	86990776	86990799	6	23	1088.94	2.0	6.06	0.0	94.05	
chr3	-	86990779	86990799	5	20	920.42	2.08	6.07	0.0	95.58	
chr3	-	86990782	86990806	5	24	909.64	2.18	6.0	0.0	90.69	
chr3	-	86990797	86990821	6	24	1024.35	2.09	6.0	0.0	85.6	
chr3	-	86990799	86990821	5	22	823.64	2.11	6.0	0.0	82.72	
chr3	-	86990815	86990833	4	18	634.29	2.0	6.0	0.0	80.02	
chr3	-	86990818	86990842	4	24	603.55	2.0	6.0	0.0	77.72	
chr3	-	86990821	86990842	3	21	451.72	2.17	6.0	0.0	77.83	
chr3	-	86990842	86990865	3	23	481.01	2.0	6.0	0.0	78.76	
chr3	-	86990862	86990882	4	20	603.41	2.11	6.0	0.0	72.96	
chr3	-	86990865	86990888	4	23	469.1	2.25	6.18	0.0	64.29	
chr3	-	86991054	86991074	5	20	729.65	1.8	6.33	0.0	69.97	
chr3	-	86991056	86991080	5	24	722.55	1.73	6.33	0.0	68.78	
chr3	-	89114732	89114755	3	23	79.81	3.71	6.57	0.0	25.0	
chr3	-	89114751	89114770	3	19	46.22	3.5	7.5	0.0	13.42	
chr3	-	92077076	92077096	3	20	236.89	6.0	11.4	0.0	50.0	
chr3	-	98732780	98732802	3	22	108.34	3.71	2.0	0.0	60.0	
chr3	-	100400738	100400756	3	18	81.06	5.4	7.5	0.0	20.56	
chr3	-	100400990	100401013	3	23	49.29	5.5	8.5	0.0	12.5	
chr3	-	101675804	101675823	3	19	77.85	6.12	4.17	0.0	38.89	
chr3	-	107432025	107432048	3	23	58.84	3.8	3.57	0.0	30.95	
chr3	-	111859458	111859482	4	24	113.35	3.57	4.71	0.0	43.57	
chr3	-	111859460	111859482	3	22	103.62	3.5	4.8	0.0	56.0	
chr3	-	111859482	111859504	3	22	74.61	2.5	4.5	0.0	31.95	
chr3	-	111859493	111859515	3	22	58.39	2.0	4.5	0.0	25.0	
chr3	-	111860716	111860737	3	21	100.3	3.57	4.5	0.0	51.39	
chr3	-	111999536	111999556	3	20	227.8	6.5	5.86	0.0	59.05	
chr3	-	113696120	113696139	3	19	137.61	6.5	3.14	0.0	29.76	
chr3	-	115147140	115147159	3	19	62.17	4.86	5.8	0.0	14.71	
chr3	-	115148080	115148104	4	24	122.84	4.7	6.14	0.0	20.24	
chr3	-	115658857	115658879	4	22	187.46	5.0	6.82	0.0	37.73	
chr3	-	115933098	115933120	3	22	571.89	4.5	5.33	0.0	100.0	
chr3	-	117997303	117997327	3	24	233.7	3.33	6.33	0.0	35.18	
chr3	-	120451201	120451220	3	19	186.26	3.4	5.25	0.0	42.5	
chr3	-	120741892	120741911	3	19	190.49	5.0	5.71	0.0	38.57	
chr3	-	121835038	121835060	3	22	112.67	5.17	6.5	0.0	33.33	
chr3	-	122384076	122384096	3	20	63.28	4.0	7.0	0.0	18.06	
chr3	-	122384091	122384114	3	23	69.54	4.0	7.0	0.0	19.44	
chr3	-	122384220	122384239	4	19	76.71	4.0	7.0	0.0	19.79	
chr3	-	122384226	122384249	4	23	72.96	4.0	7.0	0.0	19.17	
chr3	-	122384229	122384249	3	20	40.97	4.0	7.0	0.0	14.44	
chr3	-	122514812	122514832	3	20	143.34	5.67	6.0	0.0	26.46	
chr3	-	122682769	122682789	4	20	240.27	4.0	4.91	0.0	50.15	
chr3	-	122921876	122921897	3	21	217.75	5.71	5.0	0.0	68.45	
chr3	-	123448847	123448869	3	22	139.19	4.2	5.86	0.0	37.14	
chr3	-	123449007	123449030	6	23	380.36	4.8	5.57	0.0	53.09	
chr3	-	123449010	123449030	5	20	365.22	4.88	5.46	0.0	54.62	
chr3	-	123449016	123449039	5	23	327.51	5.14	5.21	0.0	45.36	
chr3	-	123449022	123449042	5	20	313.43	4.88	5.0	0.0	40.67	
chr3	-	123449405	123449424	3	19	117.66	5.0	5.0	0.0	25.0	
chr3	-	123449424	123449446	3	22	110.99	5.0	5.86	0.0	29.76	
chr3	-	123884207	123884225	5	18	283.72	2.46	6.86	0.0	26.19	
chr3	-	123884220	123884243	4	23	211.88	2.44	6.67	0.0	23.47	
chr3	-	123884225	123884243	3	18	163.66	2.33	6.67	0.0	24.81	
chr3	-	123884299	123884323	4	24	228.88	2.6	6.67	0.0	27.57	
chr3	-	123884310	123884332	4	22	224.62	2.6	6.67	0.0	26.87	
chr3	-	123884323	123884345	3	22	155.65	2.67	6.67	0.0	26.02	
chr3	-	125520191	125520211	3	20	173.36	3.86	4.33	0.0	47.22	
chr3	-	125917081	125917105	3	24	315.75	5.0	4.71	0.0	55.71	
chr3	-	126084312	126084332	3	20	128.83	6.5	6.5	0.0	30.62	
chr3	-	126084318	126084341	3	23	127.0	6.5	5.88	0.0	30.62	
chr3	-	126213159	126213183	3	24	144.8	4.4	4.14	0.0	53.57	
chr3	-	126213183	126213207	3	24	129.74	4.5	4.14	0.0	44.29	
chr3	-	126357569	126357589	4	20	216.96	4.7	3.0	0.0	60.42	
chr3	-	126475025	126475046	3	21	132.19	4.0	5.67	0.0	31.67	
chr3	-	126475655	126475674	4	19	76.91	4.12	7.33	0.0	13.65	
chr3	-	126475667	126475688	3	21	104.63	3.33	6.8	0.0	39.52	
chr3	-	127487385	127487409	3	24	309.79	5.0	5.0	0.0	90.31	
chr3	-	127547903	127547923	3	20	74.89	3.57	8.0	0.0	16.03	
chr3	-	127547905	127547928	3	23	74.89	4.0	8.0	0.0	16.03	
chr3	-	127547923	127547944	3	21	66.39	3.57	8.0	0.0	14.21	
chr3	-	127548033	127548052	3	19	45.88	3.0	7.5	0.0	10.71	
chr3	-	127629041	127629062	6	21	1079.98	4.69	7.33	0.0	58.61	
chr3	-	127629043	127629062	5	19	888.55	4.64	7.33	0.0	56.67	
chr3	-	127629060	127629083	6	23	681.2	4.21	7.33	0.0	38.95	
chr3	-	127629062	127629083	5	21	542.2	4.08	7.33	0.0	38.78	
chr3	-	127629081	127629101	3	20	257.7	4.0	7.33	0.0	31.5	
chr3	-	128426467	128426486	3	19	28.84	4.0	6.0	0.0	7.41	
chr3	-	129184015	129184037	3	22	146.86	4.67	4.86	0.0	33.33	
chr3	-	129315353	129315377	3	24	142.31	2.67	3.88	0.0	40.62	
chr3	-	129315371	129315394	4	23	197.45	2.67	3.82	0.0	41.67	
chr3	-	129316270	129316289	3	19	145.44	3.0	3.86	0.0	47.62	
chr3	-	129316274	129316297	3	23	199.38	3.0	3.62	0.0	56.25	
chr3	-	129428468	129428492	3	24	68.33	8.0	4.75	0.0	19.91	
chr3	-	129428651	129428673	3	22	38.06	5.88	6.0	0.0	12.22	
chr3	-	129605160	129605181	3	21	159.38	3.67	10.0	0.0	33.33	
chr3	-	129605248	129605268	3	20	57.03	3.78	10.6	0.0	13.52	
chr3	-	129605253	129605274	3	21	50.01	3.89	10.6	0.0	11.86	
chr3	-	129605268	129605292	3	24	50.01	4.0	10.0	0.0	9.88	
chr3	-	129605274	129605298	4	24	92.07	4.0	10.0	0.0	14.2	
chr3	-	129605454	129605472	3	18	49.57	3.86	10.6	0.0	12.86	
chr3	-	129606159	129606182	3	23	71.21	3.67	9.5	0.0	16.11	
chr3	-	129606603	129606627	4	24	79.53	3.25	9.5	0.0	13.44	
chr3	-	129893683	129893706	3	23	48.85	3.29	4.0	0.0	22.22	
chr3	-	129893770	129893792	4	22	59.16	2.82	4.0	0.0	29.17	
chr3	-	129893773	129893796	4	23	57.82	3.0	4.0	0.0	31.25	
chr3	-	129893782	129893800	4	18	56.58	3.0	4.0	0.0	26.04	
chr3	-	130517224	130517248	3	24	175.62	3.25	5.0	0.0	58.81	
chr3	-	130517242	130517260	3	18	178.22	3.25	5.0	0.0	59.76	
chr3	-	130517248	130517268	3	20	217.63	3.25	4.62	0.0	63.54	
chr3	-	130517260	130517281	3	21	178.59	2.8	4.33	0.0	46.48	
chr3	-	134029763	134029781	4	18	125.59	7.0	3.33	0.0	44.81	
chr3	-	134364174	134364197	4	23	223.92	5.5	6.43	0.0	58.69	
chr3	-	136196250	136196268	3	18	58.08	6.0	6.0	0.0	22.38	
chr3	-	137771667	137771691	3	24	140.3	9.0	5.57	0.0	36.43	
chr3	-	138187500	138187524	3	24	30.15	4.67	5.0	0.0	15.0	
chr3	-	138435027	138435050	3	23	227.59	4.0	5.62	0.0	59.51	
chr3	-	138435029	138435053	3	24	174.74	3.4	6.14	0.0	48.37	
chr3	-	138609132	138609155	3	23	200.62	3.25	6.0	0.0	32.87	
chr3	-	138609141	138609159	3	18	180.81	2.8	6.0	0.0	30.09	
chr3	-	138936110	138936129	3	19	46.52	3.0	5.5	0.0	20.83	
chr3	-	138946170	138946191	3	21	75.98	3.86	4.5	0.0	31.94	
chr3	-	138946308	138946327	3	19	120.58	3.62	3.62	0.0	50.0	
chr3	-	139677824	139677848	3	24	99.59	5.57	5.43	0.0	33.33	
chr3	-	140941641	140941661	4	20	428.99	9.43	6.67	0.0	45.0	
chr3	-	141231685	141231709	3	24	198.91	6.0	5.5	0.0	43.75	
chr3	-	141231924	141231947	3	23	178.86	6.0	5.33	0.0	30.37	
chr3	-	142888949	142888968	3	19	47.97	4.67	4.4	0.0	35.0	
chr3	-	142964091	142964114	3	23	103.31	3.0	4.14	0.0	31.43	
chr3	-	142964114	142964134	3	20	91.13	3.0	4.14	0.0	32.14	
chr3	-	142964117	142964141	3	24	63.36	2.88	4.5	0.0	37.5	
chr3	-	142964334	142964357	3	23	109.61	3.0	4.5	0.0	50.0	
chr3	-	146250732	146250755	3	23	102.86	6.0	5.0	0.0	41.67	
chr3	-	147369899	147369920	3	21	251.39	6.0	4.38	0.0	83.33	
chr3	-	147370720	147370744	3	24	257.99	4.88	4.86	0.0	92.86	
chr3	-	147372858	147372882	4	24	287.61	5.86	4.6	0.0	75.0	
chr3	-	147372863	147372882	3	19	180.8	5.8	4.86	0.0	64.29	
chr3	-	152835850	152835872	3	22	54.0	4.0	5.5	0.0	22.22	
chr3	-	154121589	154121609	4	20	85.07	7.86	4.0	0.0	33.33	
chr3	-	155744167	155744188	3	21	171.43	5.25	5.5	0.0	43.06	
chr3	-	155744188	155744210	3	22	168.78	5.0	5.5	0.0	37.5	
chr3	-	156675663	156675681	3	18	73.06	6.0	5.0	0.0	31.95	
chr3	-	156675669	156675691	3	22	42.75	6.0	5.0	0.0	18.61	
chr3	-	156675681	156675703	3	22	39.13	6.0	5.0	0.0	18.61	
chr3	-	157499376	157499398	3	22	180.85	7.5	5.0	0.0	46.88	
chr3	-	160225776	160225799	3	23	67.44	7.0	4.0	0.0	54.17	
chr3	-	165196469	165196493	4	24	176.66	3.0	3.18	0.0	58.33	
chr3	-	165196756	165196775	4	19	134.88	3.36	3.4	0.0	43.33	
chr3	-	165196767	165196787	3	20	94.13	3.33	3.57	0.0	45.24	
chr3	-	168095458	168095479	3	21	141.71	6.25	3.38	0.0	30.21	
chr3	-	169659922	169659942	3	20	239.64	3.67	6.62	0.0	55.13	
chr3	-	169660760	169660781	3	21	38.91	4.43	11.0	0.0	20.62	
chr3	-	169662323	169662344	3	21	54.99	3.67	9.8	0.0	11.3	
chr3	-	169668233	169668254	3	21	55.4	3.67	6.5	0.0	37.5	
chr3	-	169669217	169669241	4	24	61.85	3.2	8.0	0.0	14.44	
chr3	-	169669226	169669246	4	20	64.23	3.17	8.0	0.0	15.0	
chr3	-	169773085	169773109	3	24	105.12	3.8	6.0	0.0	27.14	
chr3	-	169773106	169773127	4	21	208.91	3.0	5.55	0.0	29.94	
chr3	-	169773109	169773127	3	18	188.15	2.88	5.33	0.0	32.14	
chr3	-	171810238	171810256	3	18	72.43	5.12	7.5	0.0	22.22	
chr3	-	171810581	171810604	3	23	120.53	6.0	7.5	0.0	33.33	
chr3	-	172039526	172039546	3	20	122.8	9.5	5.43	0.0	42.86	
chr3	-	174440891	174440911	3	20	68.39	3.0	7.5	0.0	52.38	
chr3	-	177360568	177360589	3	21	48.85	4.17	5.5	0.0	18.06	
chr3	-	179071719	179071740	3	21	74.42	5.14	6.0	0.0	25.55	
chr3	-	180036825	180036846	3	21	263.29	3.5	5.0	0.0	56.67	
chr3	-	180037261	180037285	3	24	241.9	3.5	5.0	0.0	50.0	
chr3	-	180602371	180602395	3	24	134.55	6.33	5.0	0.0	49.17	
chr3	-	181696138	181696156	3	18	257.09	3.17	4.67	0.0	50.0	
chr3	-	181713197	181713221	3	24	145.94	5.71	4.14	0.0	53.57	
chr3	-	181719408	181719430	4	22	372.5	4.3	4.45	0.0	69.85	
chr3	-	182261317	182261335	3	18	202.6	4.5	5.33	0.0	42.99	
chr3	-	182261327	182261346	3	19	300.51	4.6	5.33	0.0	65.48	
chr3	-	182683180	182683200	3	20	42.11	5.75	4.4	0.0	23.33	
chr3	-	182683193	182683211	3	18	42.11	7.0	4.4	0.0	23.33	
chr3	-	182980275	182980295	3	20	42.38	4.5	6.5	0.0	15.28	
chr3	-	182980675	182980696	4	21	101.68	5.0	7.14	0.0	20.71	
